crate,run,gen,mir_coverage,covered_targets,tests,tests_length
time,0,85,51.35135135135135,1501,238,53.252100840336134
time,1,83,50.838179952104,1486,220,47.56818181818182
time,6,32,47.58809442353746,1391,181,48.58011049723757
time,3,82,52.24084844338008,1527,262,48.87786259541985
time,4,27,42.490591857680464,1242,151,47.98675496688742
time,5,27,44.57748888128635,1303,153,47.94117647058823
time,2,85,51.38556277796784,1502,234,46.55128205128205
time,6,33,47.62230585015395,1392,183,48.69398907103825
time,3,83,52.24084844338008,1527,262,48.87786259541985
time,4,28,43.07218611016079,1259,154,47.94155844155844
time,0,86,51.38556277796784,1502,240,53.333333333333336
time,5,28,44.64591173451933,1305,154,48.20779220779221
time,2,86,51.38556277796784,1502,235,46.52765957446808
time,1,84,50.838179952104,1486,220,47.56818181818182
time,6,34,47.656517276770444,1393,186,48.61827956989247
time,3,84,52.24084844338008,1527,262,48.74809160305343
time,6,35,47.724940130003425,1395,188,48.351063829787236
time,4,29,43.07218611016079,1259,154,47.48051948051948
time,0,87,51.419774204584336,1503,241,53.54356846473029
time,5,29,44.782757440985286,1309,156,48.05128205128205
time,1,85,50.87239137872049,1487,221,47.710407239819006
time,2,87,51.65925419089976,1510,236,46.478813559322035
time,3,85,52.24084844338008,1527,262,48.7442748091603
time,6,36,47.998631542935335,1403,189,48.216931216931215
time,4,30,43.41430037632569,1269,155,47.27741935483871
time,0,88,51.419774204584336,1503,241,53.53941908713693
time,1,86,50.90660280533699,1488,222,47.810810810810814
time,5,30,45.432774546698596,1328,159,48.283018867924525
time,6,37,48.20390010263428,1409,192,47.994791666666664
time,2,88,52.10400273691413,1523,240,47.041666666666664
time,3,86,52.24084844338008,1527,262,48.7442748091603
time,5,31,45.672254533014026,1335,161,48.62111801242236
time,4,31,43.58535750940814,1274,157,47.140127388535035
time,6,38,48.20390010263428,1409,192,47.421875
time,1,87,50.90660280533699,1488,222,47.810810810810814
time,3,87,52.61717413616148,1538,263,48.89733840304182
time,2,89,52.17242559014711,1525,242,47.01239669421488
time,0,89,51.419774204584336,1503,240,53.416666666666664
time,6,39,48.27232295586726,1411,192,47.317708333333336
time,5,32,45.843311666096476,1340,163,48.60122699386503
time,1,88,50.90660280533699,1488,222,47.810810810810814
time,3,88,52.685596989394455,1540,263,48.89733840304182
time,4,32,43.79062606910708,1280,160,47.3625
